,Name,Code,Before,Num,Zip,Contact,Address
12,北京奇普嘉科技有限公司,757724000,北京市海淀区上地信息路１号１号楼２２０５室,1016,100085,$林桂明$13910771171$82895767$,北京市海淀区上地信息路1号国际科技创业园1号楼22层
13,北京清能华通科技发展有限公司,765047580,北京市海淀区清华园清华大学36区华业大厦4区4500室,1017,100084,$赵伟国$18610943277$82158827-8020$,北京市海淀区清华园清华大学36区华业大厦4区4500室
14,北京华夏双元教育科技研究院,57331900,北京市昌平区科技园区超前路９号３号楼２３８５号,1018,102200,$武亚洲$13601050037$$,北京市昌平区科技园区超前路９号３号楼２３８５号
15,吉途（北京）汽车智能电子科技有限公司,663734427,北京市海淀区上地三街９号Ａ座６１０,1019,100085,$龙珍$13311551604$62987409$,北京市海淀区上地三街９号Ａ座６１０
16,北京易远诚业信息技术有限公司,554854788,北京市海淀区四季青路8号6层624,1021,100097,$武鸿斌$15639279626$81989392$,北京市海淀区四季青路8号6层624
17,北京明全利电源技术有限公司,68359437X,北京市丰台区槐树岭４号院９７幢４１５室,1022,100073,$李美慧$13910267080$13910267080$,北京市丰台区永外南顶路２２号５号楼２１８室
18,北京华微科技有限公司,749393782,北京市昌平区科技园区创新路１５号,1023,102200,$陈君敏$13801058181$$,北京市海淀区海淀南路11号楼北侧写字楼A209号
19,北京信通融华信息技术有限公司,764225664,北京市昌平区科技园区白浮泉路10号北控科技大厦1104A室,1024,102200,$孙宝华$13051311119$$,"
北京市海淀区中关村南大街32号中关村科技发展大厦A座三层"
20,网讯创智（北京）科技有限公司,753303540,北京市海淀区北洼路90号16号楼一层1048室,1025,100080,$李朝阳$15811081278$63141289$,北京市海淀区北四环西路９号２１０８Ｐ８
21,北京文新博创科技有限责任公司,76845136X,北京市海淀区西三环北路50号院6号楼1707,1026,100036,$齐向彬$13718912669$68483059$,北京市海淀区西三环北路50号院6号楼1707
22,北京格里芬投资管理有限公司,589100353,北京市西城区郎琴国际B座815室,1027,100055,$茅荣$18811042341$$,北京市西城区郎琴国际B座815室
23,北京阿卡科技有限公司,780215175,北京市海淀区安宁庄西路15号怡美家园20号楼304室,1028,100085,$李卓桓$13911833788$82758205$,北京市海淀区林业大学北路北侧清枫华景园１栋２单元６０２室。
24,北京海秀奥特科技有限公司,71740698,北京市昌平区科技园创新路7号2号楼2268号,1030,102208,$董秀海$13301282757$$,北京昌平回龙观西大街35号院3号楼上北鑫座541
25,北京品驰软件开发有限公司,306451592,北京市昌平区科技园区创新路７号２号楼２３５２号（昌平示范区）,1031,102200,$吴峰$15901094916$60736388-632$,北京市昌平区科技园区创新路７号２号楼２３５２号
26,北京汉世康元科技有限公司,64918507,北京市海淀区清华大学学研综合楼C106-6号,1032,100084,$文雄伟$13488875203$60736388$,北京市海淀区清华大学学研综合楼C106-6号
27,乡果（北京）农业发展有限公司,565813279,北京市昌平区科技园区超前路35号北京化工大学科技园综合楼118-9室,1037,102200,$纪云鹏$18611047328$$,北京海淀紫竹桥紫竹院路98号化工大学3号
28,北京金色波涛科技有限公司,797581614,北京市石景山区八大处高科技园区西井路3号3号楼5561房间,1038,100041,$陆川$13901093065$$,北京市石景山区八大处高科技园区西井路3号3号楼5561房间
29,北京瀚翔沐泽科技有限公司,748817512,北京市昌平区科技园区超前路9号B座2137室,1039,102200,$隋欣$13552644011$82700558$,北京市昌平区科技园区超前路9号B座2137室
30,北京和创世纪通信技术有限公司,762165311,北京市海淀区大柳树路17号富海中心4号楼11D（东）号,1040,100080,$刘毅$13651276425$62132647$,"北京市海淀区东升园公寓９号楼１２０１号。
北京市海淀区大柳树路17号富海中心4号楼1104室"
31,北京银辉生化科技有限公司,777063676,北京市海淀区上地十街辉煌国际5号楼1312,1041,100085,$银小龙$18611398425$62962851$,北京市海淀区上地信息路26号国家留学人员创业园中关村创业大厦701室
32,北京科空海监控技术有限公司,763532339,北京市海淀区高里掌路1号院15号楼3层2单元301室-682号,1042,100088,$杜维$18611157005$62010197$,"海淀区花园路6号B座628
北京市海淀区北京市海淀区中关村南大街48号九龙商务中心"
33,北京恒大蓝天能源环保设备有限公司,554811585,北京市昌平区昌平科技园区星火街６号１层１０１室,1043,102200,$刘景瑞$18911092100$59163156$,?北京市昌平区昌平科技园区火炬街甲12号?
34,北京万众生能源科技发展有限公司,660526315,北京市丰台区科技园富丰路４号１９Ｂ０６,1045,100070,$康健$13901152077$63724469$,北京市丰台区科技园富丰路４号１９Ｂ０６
35,博大铭航（北京）信息技术有限公司,30679902X,北京市海淀区善缘街1号3层2-225,1046,100080,$董凤全$15330098338$64776466$,北京市海淀区善缘街1号立方庭大厦2-225
36,北京运通仪器公司,102670611,北京市昌平区西关槐树巷甲３号,1047,102200,$刘柱堂$13601386348$82841141$,北京市 北四环中路6号华亭嘉园B座1-B
37,北京中桂青畜牧科技有限公司,306335321,北京市昌平区马池口镇昌流路738号16号楼222室,1048,102200,$黄桂青$13997614903$13691104847$,北京市昌平区马池口镇昌流路738号16号楼222室
38,北京久通在线科技发展有限责任公司,774066265,北京市朝阳区安慧里四区15号楼院2号楼Ⅰ段520室,1049,100080,$张亚平$$84458068$,北京市海淀区海淀南路19号北京时代网络大厦4层4021号
39,北京东方科进技术服务中心,633793709,北京市海淀区阜成路67号银都大厦1402室,1050,100142,$邬勉$$68725599$,北京市海淀区阜成路67号银都大厦8层
40,北京爱姆泰克科技有限公司,95179188,北京市昌平区回龙观镇科星西路106号院美唐花园3号楼714,1051,102200,$尤林平$18910188296$61784408$,北京市昌平区回龙观镇科星西路106号院美唐花园3号楼714
41,北京海卓力金液压技术有限公司,696325646,北京市西城区教场口街1号18幢119室（德胜园区）,1053,100011,$陈奕泽$18610046916$60775912$,北京市昌平区马池口镇白浮659号
42,太极华方（北京）系统工程有限公司,76625897X,北京市昌平区科技园区中兴路10号,1054,102200,$刘雪明$$80116292$,"北京市北京市海淀区北四环中路211号太极大厦4F
"
43,北京速德贝斯科技有限公司,74134124,北京市昌平区科技园区超前路３５号北京化工大学科技园综合楼１１８－５室,1055,102200,$李元平$13522609714$69747087$,北京市昌平区科技园区超前路３５号北京化工大学科技园综合楼１１８－５室
44,鼎石通达信息技术（北京）有限公司,790653849,北京市海淀区中关村东路18号1号楼C511,1056,100086,$钟振华$13860383577$62135126$,北京市海淀区北三环西路43号青云当代大厦十七层1707-1
45,科雁方舟智能控制技术（北京）有限公司,783222821,北京市海淀区清华东路35号眷9楼1门202（住宅）,1057,100080,$秦科雁$13911322898$81723938$,北京市海淀区海淀南路３１号院１号楼３门５层１号?
46,北京快钱在线电子商务有限公司,76590254,北京市昌平区科技园区创新路７号２号楼２１１９号,1058,102200,$张海河$13401007708$53661120$,"
北京市昌平区科技园区创新路7号2号楼2119号"
47,北京合歌科技有限公司,556861471,北京市海淀区厢红旗东门外1号17号楼,1061,100091,$赵明$13910611905$$,北京市海淀区花园东路30号花园商务会馆6201、6202
48,北京振华环控科技开发有限公司,666921252,北京市海淀区大柳树富海中心3号楼8层805,1063,100085,$商文明$13815548009$62156106$,"北京市海淀区上地信息产业基地北区5号地22层B座2209号
北京市海淀区大柳树富海中心3号楼8层805."
49,北京惠信博思技术有限公司,68692002X,北京市东城区东四十条甲22号1幢A707,1064,100007,$胡庆刚$13510189132$51690451$,北京市东城区东四十条甲22号1幢A707
50,北京赛华源科技有限公司,661564989,北京市海淀区大慧寺19号一号楼办公楼510房间,1065,100083,$陈盘勤$18901184401$80924401$,北京市海淀区大慧寺19号一号楼办公楼510房间
51,北京阳光新天地广告有限公司,741554430,北京市朝阳区大屯路科学园南里-风林绿洲I乙号楼2204号（电子城科技园集中办公区062号）,1066,100026,$王德本$$58631736$,"北京市朝阳区雅宝路１０号５０１室
北京市朝阳区西大望路甲23号珠江帝景12号楼2605室"
52,北京网贝信息技术有限公司,721473959,北京市海淀区建材城东二里8号楼8-12-601,1067,100096,$周雯$13601337359$82950246$,"北京市海淀区清华大学学研大厦Ａ９１１室
北京市海淀区建材城东二里8号楼8-12-601"
53,天科通信息技术有限公司,743343194,海淀区学院路6号3号楼508室,1068,100083,$李治云$18710143035$82395666$,北京市海淀区学院路１４号富润家园３号3号楼508室
54,北京时代华辰科技发展有限公司,768457163,北京市海淀区四道口路11号银辰大厦403室,1069,100088,$冯文龙$13601159950$65432168$,"
北京市海淀区四道口路11号银辰大厦403室"
55,北京空间声科技贸易有限公司,721469693,北京市海淀区双榆树东里2号楼3门502室,1070,100086,$王幼庚$$13910790234$,北京市海淀区双榆树东里2号楼3门502室
56,北京国健伟业生物技术有限公司,740432810,北京市海淀区大慧寺５号３号楼520室,1071,100081,$张勇$13301202667$010-62177304$,北京市海淀区大慧寺５号３号楼一层１０３、１０４室
57,北京菲沃德科技发展有限公司,661590466,北京市海淀区中关村北二条乙5号17号楼312室,1072,100080,$王开利$13810487946$62658315$,北京市海淀区中关村北二条乙5号17号楼312室
58,北京天星华夏体育科技有限公司,697656463,北京市丰台区科技园海鹰路６号院１９号楼东二层（园区）,1076,100070,$于红林$13801035114$$,北京市丰台区科技园海鹰路６号院１９号楼东二层（园区）
59,北京科益创新环境技术有限公司,62773738,北京市海淀区龙岗路51号院7号楼2层12室,1077,100086,$彭建雄$18611145155$52779273$,北京市昌平区二拔子龙祥制版集团工业园2号院
60,北京百润水艺环境工程技术有限公司,718775200,北京市海淀区四季青乡曙光花园望山园1号楼A座11F,1078,100081,$丁文铎$13161766101$88465811$,"海淀区三虎桥南路17号院6号楼（北京工业大学留学生创业园）511室
"
61,北京卡亲科技发展有限公司,599686482,北京市石景山区八大处高科技园区西井路３号３号楼１２７５Ａ房间,1079,100013,$韩星$15601231296$$,"
北京市石景山区八大处高科技园区西井路３号３号楼１２７５Ａ房间"
62,贝伦钢结构建设工程有限公司,735580034,北京市海淀区永丰乡高新技术产业基地永腾北路,1080,100094,$马静$$88488306$,"
北京市海淀区永丰高新技术产业基地丰德中路13号"
63,中能环康科技（北京）有限公司,789995593,北京市海淀区学院路30号科大天工大厦A座4层05室,1081,100088,$郭羽佳$13691351466$62156001-808$,北京市海淀区联慧路９９号１号楼Ｃ单元Ｃ１９０２号
64,和万家（北京）科技有限公司,64926953,北京市丰台区富丰路２号２－２１幢１５层１５０６,1082,100070,$胡永红$18911839212$$,北京市丰台区富丰路2号星火科技大厦1806-1807室
65,北京智讯康科技有限公司,580892112,北京市昌平区科技园区超前路９号３号楼Ｂ座２３２０室,1085,102200,$贾东初$13601095626$69721719$,北京市昌平区科技园区超前路９号３号楼Ｂ座２３２０室
66,北京森乐光电技术研究所,801982403,北京市海淀区学清路18号办公楼主楼1103室,1086,100083,$杨永清$13521033819$010-82413208$,北京市海淀区学清路18号办公楼主楼1103室
67,北京安诚永信科技有限公司,796738595,北京市朝阳区百子湾337号1205室,1087,100022,$安英斌$13910111150$87213057$,"北京市朝阳区朝阳中路大成国际大厦0903室
"
68,北京杰宇鸿远科技有限公司,593850202,北京市昌平区回龙观镇文华东路33号楼201,1088,102200,$吴美宫$13601373444$$,北京市昌平区回龙观镇文华东路33号楼201
69,北京莱茵阳光科技有限公司,697734513,北京市昌平区东小口镇天通苑五区9号楼1门,1089,102200,$刘亚勋$18610631199$84766933$,北京市昌平区北京市昌平区科技园区创新路27号
70,北京艾科丹迪仪表有限责任公司,85497107,北京市昌平区科技园富康路１８号４２２室,1092,102200,$孙德芳$15901105060$$,北京市昌平区科技园富康路１８号４２２室
71,北京子夫科技发展有限公司,318046041,北京市昌平区科技园区创新路7号2号楼A131,1096,102200,$张文荣$15910386528$$,北京市昌平区科技园区创新路7号2号楼A131
72,北京西格东方医疗电子技术有限公司,634398305,北京市石景山区海特花园22-2-101,1100,100041,$刘华松$$63559973$,?北京市石景山区八大处高科技园区实兴大厦４４３７室
73,北京中润里程安全科技有限公司,77336800X,北京市海淀区长春桥路５号新起点嘉园８号楼１０１２号,1101,100089,$陈朗$13701092246$68912764$,北京?海淀区长春桥路5号新起点嘉园8号楼1012号
74,金宇波科技（北京）有限公司,767518702,北京市海淀区复兴路33号翠微大厦东塔1013室,1102,100036,$余克飞$$68179067$,北京市海淀区花园北路甲４０号３０５室
75,北京北大德力科化学公司,102035335,北京市海淀区北京大学新化学楼西区１１１号,1105,100871,$姚瑞刚$$62751705$,"
北京市海淀区北京大学新化学楼西区１１１号"
76,北京洪恩成长教育科技有限公司,684373659,北京市海淀区上地东路１号院１号楼７０２-０１９,1107,100085,$池寒峰$13811817987$52043982$,北京市海淀区上地东路1号院1号楼702
77,北京水木清艺数码科技有限公司,61279412,北京市昌平区回龙观镇立业路８号１幢４层４１３,1109,102206,$朱永中$13801000528$13801000528$,北京市昌平区回龙观镇立业路8号1幢4层413
78,英基迈科（北京）科技有限公司,765021743,北京市朝阳区酒仙桥路2号院内（707厂）【5－4】2号楼一层123号,1110,100015,$李昌玲$13701013716$64316245$,北京市朝阳区酒仙桥路2号（707厂）【5－4】2号楼一层123号
79,北京诺杰神骥科技发展有限公司,793429391,北京市西城区新街口外大街２８号Ａ座５２２室（德胜园区）,1111,100088,$陈铁$13701114321$82051103$,北京市西城区新街口外大街28号A座522室(德胜园区）
80,北京捷波通讯技术研究所,102671745,北京市昌平区科技园区超前路9号B座2156室,1113,100101,$俞海明$13910779369$64931636$,"北京市昌平县城区镇创新路１７号
"
81,北京盛来国际新能源科技有限公司,59241386,北京市昌平区科技园区超前路37号6号楼4层1227号,1116,100096,$李昕昊$13901063088$$,"北京市昌平区建材城西路87号2号楼15层1单元1505室 
北京市昌平区科技园区超前路37号6号楼4层1227号"
82,尊信恒国际教育科技（北京）有限公司,754155201,北京市海淀区西三环北路105号东一区首都师范大学科技园402室,1118,100048,$郭天鸣$13910609951$68902922$,"北京市海淀区北四环中路238号柏彦大厦1309室
北四环中路238号柏彦大厦1309室
北京市海淀区西三环北路105号东一区首都师范大学科技园402室"
83,北京吉福能源科技开发有限公司,306487958,北京市昌平区科技园区振兴路２８号２号楼３Ａ２３室,1119,102200,$刘琳$15001356358$$,北京市昌平区科技园区振兴路28号2号楼3A23室
84,北京北控昌祥污水净化有限公司,396038231,北京市昌平区科技园区中兴路１０号Ｃ２０２室,1120,102200,$张铁夫$$18600440012主要负责人$,"北京昌平区沙河镇于辛庄村
北京市昌平区科技园区中兴路１０号Ｃ２０２室"
85,北京东方新材科技有限公司,763516275,北京市海淀区上地三街9号C座C1112室,1121,100085,$徐健$13801065062$13801065062$,"北京昌平区回龙观龙冠大厦330室
北京昌平区沙河七里渠南村村南
北京市海淀区上地信息产业基地三街九号金隅大厦D座901室"
86,北京成吉源科技有限公司,777080521,北京市海淀区上地村甲50号3号楼2门三层301室,1122,100085,$张忠$13670095602$81728417$,"北京市海淀区上地村甲５０号３号楼２门
北京市海淀区上地村甲50号3号楼2门三层301室"
87,北京同创新明科技有限责任公司,30632995X,北京市昌平区科技园区创新路７号２号楼２３３３号,1123,102200,$裘英$13651275861$$,北京市昌平区科技园区创新路7号2号楼2333号
88,北京三信通电子工程技术有限责任公司,102691797,北京市昌平区科技园区超前路9号B座2167室,1126,102200,$杨冬$13901085251$82671702$,"北京市昌平县城区镇创新路17号
北京市昌平区科技园区超前路9号B座2167室"
89,北京艾博融信科技有限公司,694982757,北京市朝阳区利泽中园106号楼（望京集中办公区132号）,1127,100102,$马艳$13601282112$64392831$,北京市朝阳区利泽中园106号楼304A-14号
90,北京亚星基业技术开发有限公司,802221171,北京市丰台区桥南帝京路3号院2号楼2门101（园区）,1128,100070,$施新民$13910883487$67104446$,丰台区丰台路92号112室
91,北京桑莱注册安全工程师事务所有限公司,735100213,北京市西城区教场口街1号1号楼317室,1130,100120,$康萍$$010-62382040$,"
北京市西城区教场口街1号317(（北京机械工业自动化研究所院内）)"
92,北京智博信发电子技术有限公司,753329636,北京市海淀区知春路56号西区64楼3004,1131,100089,$张健$13901122744$62304243$,"
北京市海淀区知春路56号西区64楼3004"
93,北京广联智能科技有限公司,573240175,北京市昌平区科技园区超前路５号４幢Ａ座６０２室,1132,102200,$陈仲钱$$69702958$,北京市昌平区科技园区超前路５号４幢Ａ座６０２室
94,北京东方龙信合成化学技术有限公司,700111908,北京市丰台区南苑大队九队队部五爱屯东街187号,1134,100071,$于文胜$$84042566$,"北京市丰台区丰台镇北大地三里16号院6楼1门401号
"
95,北京北控昌沙污水净化有限公司,39603824X,北京市昌平区科技园区中兴路１０号Ｃ２０３,1135,102206,$张铁夫$18600440012主负责人$61703608$,"
北京市昌平区科技园区中兴路１０号Ｃ２０３"
96,北京博纳环能技术有限公司,758741929,北京市海淀区牡丹园北里甲１号楼西２００５号,1136,100191,$董为民$13501013422$62082900$,"
北京市海淀区牡丹园北里甲１号楼西２００５号"
97,北京中科捷高光电科技有限公司,746741323,北京市朝阳区望京西园222号楼D-1803室,1137,100102,$黄爱国$13801293532$52078359$,"北京市海淀区阜外亮甲店1号中澳写字楼336室
"
98,北京优诺凯尔科技有限公司,89636266,北京市海淀区花园路2号牡丹园创业楼1522室,1139,100086,$陈辰$13261613117$$,北京市海淀区花园路2号牡丹园创业楼1522室
99,北京时代全芯科技有限公司,696333507,北京市北京经济技术开发区景园北街2号BDA国际企业大道60栋11层,1140,100176,$张龙$13901128022$$,"北京市北京经济技术开发区宏达北路12号A座1区2层217室
"
100,北京格林菲德科技发展有限公司,79998189X,北京市昌平区科技园区超前路３７号,1142,102200,$杜庆华$13501358024$89715325$,北京市昌平区科技园区超前路37号
101,北京科美鑫云生物技术有限公司,318042737,北京市昌平区科技园区创新路７号２号楼２４３７号,1147,102200,$黄红丽$18911797595$$,北京市海淀区永丰基地丰贤中路7号
102,北京正兴筑业木屋有限公司,558522414,北京市昌平区科技园区超前路３７号１号楼４层,1148,102200,$张兴$18611258088$$,"
北京密云县新南路46号华冠大厦421室"
103,北京树沙文化传播有限公司,667542772,北京市朝阳区建国外大街１７号２８号楼３０８室,1149,100022,$乐黎静$18601135689$63559342$,北京市朝阳区建国外大街１７号２８号楼３０８室
104,北京普康益达生物科技有限公司,317923380,北京市昌平区昌平镇科技园区超前路甲１号１７号楼２０２,1152,102200,$臧文达$13701376818$$,北京东城区安德路甲61号2号楼红都商务中心
105,北京水木亿能科技有限公司,317953408,北京市昌平区科技园区超前路３５号北京化工大学综合楼１１８－１８室,1155,102200,$刘亚$13520501554$89787191$,北京市昌平区科技园区超前路３５号北京化工大学综合楼１１８－１８室
106,进化时代科技（北京）有限责任公司,318070535,北京市海淀区中关村东路1号8号楼1层CG05-132号,1156,100000,$程鸾$18911617559$13614677463$,"
北京市海淀区知春路甲48-3号盈都大厦C座1单元7D"
107,北京中创英泰应用科技有限公司,740439211,北京市海淀区蓝靛厂东路2号院2号楼（金源时代商务中心2号楼）1单元（A座）18C,1158,100097,$周庆华$13501068849$88895335$,北京市海淀区中关村南大街６号中电信息大厦１２１２室
108,北京成阳科技有限责任公司,772571145,北京市海淀区稻香园7号楼1906室（住宅）,1159,100080,$夏军$13651081110$62537993$,北京市海淀区稻香园7楼1906室
109,北京良材无忧科技有限公司,575185608,北京市昌平区科技园区超前路５号产业基地４栋３层３２４室,1160,102200,$赵霞$$64476819$,北京市昌平区科技园区振兴路28号2号楼310室
110,北京开利晶源科技有限公司,789976739,北京市海淀区双榆树东里７号楼２０８号,1162,100086,$刘树民$13901132973$$,北京市海淀区双榆树东里７号楼２０８号
111,北京市中盛金期投资管理有限公司,733450551,北京市丰台区科学城中核路1号03号421室,1163,100070,$王海山$13659297073$83681336$,北京市丰台区科学城中核路1号03号421室
112,北京恒生然建材科技有限公司,672387631,北京市丰台区科学城星火路１０号１号楼４７７室（园区）,1166,100070,$许小虎$13901137306$021-62116656$,北京市丰台区方庄南三环东路25号309
113,北京中农润丰生物科技有限公司,670576279,北京市海淀区上地信息路1号2号楼604,1167,100080,$宋庆义$13601378461$82827520$,北京市昌平区沙河镇沙阳路11号北京地质调查研究院北邻
114,北京泰顺和信息咨询有限公司,634398444,北京市石景山区八宝山地铁北侧博古艺苑工艺品市场中心A区1号,1168,100043,$吴楠$$13501214694$,北京市石景山区八大处高科技园区实兴大厦４４３３室
115,北京天地健生态科技有限公司,747529463,北京市海淀区太阳园9号楼1701室,1169,100098,$郭峰宇$13691300939$13701039753$,北京市昌平区北七家镇鲁疃工业园
116,北京克拉通能源科技有限公司,758242054,北京市海淀区安宁里小区5塔904号,1170,100085,$夏强$17710115598$62959336$,北京市海淀区安宁里小区5塔904号
117,北京成铭京昌机械制造有限公司,770439837,北京市昌平区南邵镇纪窑村南岩棉厂内,1171,102200,$纪成明$$60731865$,北京市昌平区南邵镇纪窑村南岩棉厂内
118,北京天东信息技术有限公司,778638937,北京市海淀区西土城路１０号第四实验工厂东平房,1172,100083,$李极冰$13366908226$62286778$,北京市海淀区西土城路１０号第四实验工厂东平房
119,北京网泽科技有限公司,750117531,北京市海淀区清河西三旗东200米2号楼2140室,1173,100085,$贾宏宇$$13501028271$,北京市海淀区西三旗清河安宁庄路18号无忧港307
120,北京城院正达科技开发有限公司,792130558,北京市海淀区北四环中路269号1号楼一层115室,1174,100084,$傅正泰$13910963247$82565090$,北京市海淀区北四环西路９号１号楼一层１１５室?
121,北京千年福医药科技有限公司,802034704,北京市海淀区西郊半壁店59号12号楼一层1688室,1175,100039,$胡建辉$13910758157$68430919$,北京市海淀区白石桥路甲４２号办公楼１００１房间
122,北京中海天霖创新科技有限公司,697652948,北京市昌平区科技园区创新路7号2号楼2542号,1176,102200,$梁治国$13901206875$69756667$,北京市昌平区北七家镇王府街32号顺玮阁大酒店二层
123,北京利康绿色医药生物技术研究所,802650822,北京市昌平区科技园区超前路9号B座2049室,1177,102200,$谢春生$13801008859$52568779$,北京市昌平区崔村镇西辛峰南工区10号 
124,北京欧科利技术发展有限公司,772563815,北京市海淀区西翠路5号今日家园12号楼1701室,1178,100039,$郝晓辉$$88283213$,北京市海淀区西翠路5号今日家园12号楼1701室
125,北京达源堂科技发展有限公司,663132821,北京市海淀区创业中路32号楼32-3-4110,1180,100085,$任忠义$13810780777$85866120$,北京市海淀区创业中路32号楼32-3-4110
126,北京中恒盾科技有限公司,684360903,北京市石景山区五里坨炮厂5-3-101,1181,100043,$崔原蕊$13611388956$88916428$,?北京市石景山区古城西街19号研发楼2-220室
127,北京中明和远环保科技有限公司,556877895,北京市海淀区中关村大街49号9号楼503室,1182,100031,$孙学忠$18811052260$88145158$,北京市海淀区 中关村大街49号大华科技商厦A-503
128,北京兴星伟业生态环境工程技术有限公司,802030260,北京市海淀区阜成路28号航医楼十四层1408房,1183,100089,$薛兴民$13910100898$68918857$,北京市海淀区厂洼街5号院博越商务楼6616室
129,北京中航非凡设备工程有限责任公司,793413066,北京市昌平区回龙观镇高新三街2号,1184,102200,$李巧$13901052987$62038261$,北京市? 北京市昌平区科技园区白浮泉路13号三层310室
130,北京亚天利电力技术发展有限公司,666934600,北京市昌平区十三陵镇泰胡路12号,1186,102200,$姚泳$13901123034$62053090$,北京市海淀区中关村大街１８号楼３Ａ０４５室?
131,北京中光电力设备公司,102195208,北京市丰台区西四环南路汽车博物馆东路6号院A座8层807室,1188,100070,$田立$18618219765$63918280$,丰台区海鹰路9号国贸食品科学研究所内
132,北京市济坤中医药研究所,802096972,北京市海淀区复兴路甲36号631室,1189,100039,$裴玉环$13910052034$13910052034$,北京市海淀区五棵松路81号永金里小区11号楼1051室
133,北京华电纳鑫科技有限公司,767543932,北京市昌平区科技园区创新路８号５０１室,1190,102200,$王明川$13905066133$51963207$,北京市顺义区北务镇府前街8号
134,国视通讯（北京）有限公司,788960196,北京市朝阳区朝外北大街乙12号天辰大厦21层,1191,100040,$郑加强$15350685737$51311300-811$,北京市建国门外大街19号中信国际大厦A座
135,北京金拇指科技有限公司,776393358,北京市昌平区科技园区超前路37号6号楼4层1211号,1192,102100,$叶艳进$$59798558-264$,"
北京市昌平区回龙观镇龙禧苑云趣园三区20栋7单元302室"
136,北京速联得科技有限公司,668406799,北京市海淀区羊坊店茂林居13号楼房上房1号,1193,100083,$马学舟$15901160782$67647920$,北京市朝阳区北四环中路6号华亭嘉园C座23E
137,北京创奇博通科技发展有限公司,741597836,北京市海淀区学院路３０号北京科技大学会议中心１３０７室,1194,100083,$王丽娜$$62346858$,北京市海淀区志新东路５号北配楼８５１室。
138,北京日昌隆达科技有限公司,796735562,北京市朝阳区德胜门外北沙滩一号１０号楼１０８,1195,100083,$车春生$13801214127$84705005$,北京市朝阳区德胜门外北沙滩一号１０号楼１０８
139,北京创飞科技有限公司,600383949,北京市丰台区分中寺关家坑200号B13、B14室,1197,100088,$孟庆彩$13801181586$62473939$,北京市海淀区中关村89号恒兴大厦15f
140,北京军峰科技开发有限责任公司,700346977,北京市昌平区香堂村二区12排6号,1198,102202,$陈立军$13901374368$64857485$,北京市朝阳区安外大屯路3号，北京市·昌平区·崔村镇 崔村香堂文化新村12排6号 
141,北京金嘉恒科技发展有限公司,687642690,北京市石景山区八大处高科技园区西井路３号３号楼２３３２房间,1199,100041,$付国$13911827608$$,北京市石景山区八大处高科技园区西井路３号３号楼２３３２房间
142,北京萌辉科技有限公司,78861711X,北京市海淀区清枫华景园４号楼三单元６０７室,1200,100080,$李黎$13501222152$82423690$,北京市海淀区清枫华景园４号楼三单元６０７室
143,北京康特荣宝电子有限公司,769354860,北京市北京经济技术开发区兴业街7号,1201,100176,$陈金洪$13910228657$67892280$,北京市北京经济技术开发区兴业街7号
144,北京乐田园环保科技有限公司,99318931,北京市海淀区信息路甲28号C座（二层）02C室-072号,1204,100024,$杨新玉$$13910216939$,北京东铁营桥金城中心803室
