P_ID,USER_ID,TIME
"171","U171","2014-09-30 14:38:52"
"172","U172","2014-09-30 14:38:52"
"173","U173","2014-09-30 14:38:52"
"174","U174","2014-09-30 14:38:52"
"175","U175","2014-09-30 14:38:52"
"176","U176","2014-09-30 14:38:52"
"177","U177","2014-09-30 14:38:52"
"178","U178","2014-09-30 14:38:52"
"179","U179","2014-09-30 14:38:52"
"180","U180","2014-09-30 14:38:52"
"181","U181","2014-09-30 14:38:52"
"182","U182","2014-09-30 14:38:52"
"183","U183","2014-09-30 14:38:52"
"184","U184","2014-09-30 14:38:52"
"185","U185","2014-09-30 14:38:52"
"186","U186","2014-09-30 14:38:52"
"187","U187","2014-09-30 14:38:52"
"188","U188","2014-09-30 14:38:52"
"189","U189","2014-09-30 14:38:52"
"190","U190","2014-09-30 14:38:52"
"191","U191","2014-09-30 14:38:52"
"192","U192","2014-09-30 14:38:52"
"193","U193","2014-09-30 14:38:52"
"194","U194","2014-09-30 14:38:52"
"195","U195","2014-09-30 14:38:52"
"196","U196","2014-09-30 14:38:52"
"197","U197","2014-09-30 14:38:52"
"198","U198","2014-09-30 14:38:52"
"199","U199","2014-09-30 14:38:52"
"200","U200","2014-09-30 14:38:52"
"201","U201","2014-09-30 14:38:52"
"202","U202","2014-09-30 14:38:52"
"203","U203","2014-09-30 14:38:52"
"204","U204","2014-09-30 14:38:52"
"205","U205","2014-09-30 14:38:52"
"206","U206","2014-09-30 14:38:52"
"207","U207","2014-09-30 14:38:52"
"208","U208","2014-09-30 14:38:52"
"209","U209","2014-09-30 14:38:52"
"210","U210","2014-09-30 14:38:52"
"211","U211","2014-09-30 14:38:52"
"212","U212","2014-09-30 14:38:52"
"213","U213","2014-09-30 14:38:52"
"214","U214","2014-09-30 14:38:52"
"215","U215","2014-09-30 14:38:52"
"216","U216","2014-09-30 14:38:52"
"217","U217","2014-09-30 14:38:52"
"218","U218","2014-09-30 14:38:52"
"219","U219","2014-09-30 14:38:52"
"220","U220","2014-09-30 14:38:52"
"221","U221","2014-09-30 14:38:52"
"222","U222","2014-09-30 14:38:52"
"223","U223","2014-09-30 14:38:52"
"224","U224","2014-09-30 14:38:52"
"225","U225","2014-09-30 14:38:52"
"226","U226","2014-09-30 14:38:52"
"227","U227","2014-09-30 14:38:52"
"228","U228","2014-09-30 14:38:52"
"229","U229","2014-09-30 14:38:52"
"230","U230","2014-09-30 14:38:52"
"231","U231","2014-09-30 14:38:52"
"232","U232","2014-09-30 14:38:52"
"233","U233","2014-09-30 14:38:52"
"234","U234","2014-09-30 14:38:52"
"235","U235","2014-09-30 14:38:52"
"236","U236","2014-09-30 14:38:52"
"237","U237","2014-09-30 14:38:52"
"238","U238","2014-09-30 14:38:52"
"239","U239","2014-09-30 14:38:52"
"240","U240","2014-09-30 14:38:52"
"241","U241","2014-09-30 14:38:52"
"242","U242","2014-09-30 14:38:52"
"243","U243","2014-09-30 14:38:52"
"244","U244","2014-09-30 14:38:52"
"245","U245","2014-09-30 14:38:52"
"246","U246","2014-09-30 14:38:52"
"247","U247","2014-09-30 14:38:52"
"248","U248","2014-09-30 14:38:52"
"249","U249","2014-09-30 14:38:52"
"250","U250","2014-09-30 14:38:52"
"251","U251","2014-09-30 14:38:52"
"252","U252","2014-09-30 14:38:52"
"253","U253","2014-09-30 14:38:52"
"254","U254","2014-09-30 14:38:52"
"255","U255","2014-09-30 14:38:52"
"256","U256","2014-09-30 14:38:52"
"257","U257","2014-09-30 14:38:52"
"258","U258","2014-09-30 14:38:52"
"259","U259","2014-09-30 14:38:52"
"260","U260","2014-09-30 14:38:52"
"261","U261","2014-09-30 14:38:52"
"262","U262","2014-09-30 14:38:52"
"263","U263","2014-09-30 14:38:52"
"264","U264","2014-09-30 14:38:52"
"265","U265","2014-09-30 14:38:52"
"266","U266","2014-09-30 14:38:52"
"267","U267","2014-09-30 14:38:52"
"268","U268","2014-09-30 14:38:52"
"269","U269","2014-09-30 14:38:52"
"270","U270","2014-09-30 14:38:52"
"271","U271","2014-09-30 14:38:52"
"272","U272","2014-09-30 14:38:52"
"273","U273","2014-09-30 14:38:52"
"274","U274","2014-09-30 14:38:52"
"275","U275","2014-09-30 14:38:52"
"276","U276","2014-09-30 14:38:52"
"277","U277","2014-09-30 14:38:52"
"278","U278","2014-09-30 14:38:52"
"279","U279","2014-09-30 14:38:52"
"280","U280","2014-09-30 14:38:52"
"281","U281","2014-09-30 14:38:52"
"282","U282","2014-09-30 14:38:52"
"283","U283","2014-09-30 14:38:52"
"284","U284","2014-09-30 14:38:52"
"285","U285","2014-09-30 14:38:52"
"286","U286","2014-09-30 14:38:52"
"287","U287","2014-09-30 14:38:52"
"288","U288","2014-09-30 14:38:52"
"289","U289","2014-09-30 14:38:52"
"290","U290","2014-09-30 14:38:52"
"291","U291","2014-09-30 14:38:52"
"292","U292","2014-09-30 14:38:52"
"293","U293","2014-09-30 14:38:52"
"294","U294","2014-09-30 14:38:52"
"295","U295","2014-09-30 14:38:52"
"296","U296","2014-09-30 14:38:52"
"297","U297","2014-09-30 14:38:52"
"298","U298","2014-09-30 14:38:52"
"299","U299","2014-09-30 14:38:52"
"300","U300","2014-09-30 14:38:52"
"301","U301","2014-09-30 14:38:52"
"302","U302","2014-09-30 14:38:52"
"303","U303","2014-09-30 14:38:52"
"304","U304","2014-09-30 14:38:52"
"305","U305","2014-09-30 14:38:52"
"306","U306","2014-09-30 14:38:52"
"307","U307","2014-09-30 14:38:52"
"308","U308","2014-09-30 14:38:52"
"309","U309","2014-09-30 14:38:52"
"310","U310","2014-09-30 14:38:52"
"311","U311","2014-09-30 14:38:52"
"312","U312","2014-09-30 14:38:52"
"313","U313","2014-09-30 14:38:52"
"314","U314","2014-09-30 14:38:52"
"315","U315","2014-09-30 14:38:52"
"316","U316","2014-09-30 14:38:52"
"317","U317","2014-09-30 14:38:52"
"318","U318","2014-09-30 14:38:52"
"319","U319","2014-09-30 14:38:52"
"320","U320","2014-09-30 14:38:52"
"321","U321","2014-09-30 14:38:52"
"322","U322","2014-09-30 14:38:52"
"323","U323","2014-09-30 14:38:52"
"324","U324","2014-09-30 14:38:52"
"325","U325","2014-09-30 14:38:52"
"326","U326","2014-09-30 14:38:52"
"327","U327","2014-09-30 14:38:52"
"328","U328","2014-09-30 14:38:52"
"329","U329","2014-09-30 14:38:52"
"330","U330","2014-09-30 14:38:52"
"331","U331","2014-09-30 14:38:52"
"332","U332","2014-09-30 14:38:52"
"333","U333","2014-09-30 14:38:52"
"334","U334","2014-09-30 14:38:52"
"335","U335","2014-09-30 14:38:52"
"336","U336","2014-09-30 14:38:52"
"337","U337","2014-09-30 14:38:52"
"338","U338","2014-09-30 14:38:52"
"339","U339","2014-09-30 14:38:52"
"340","U340","2014-09-30 14:38:52"
"341","U341","2014-09-30 14:38:52"
"342","U342","2014-09-30 14:38:52"
"343","U343","2014-09-30 14:38:52"
"344","U344","2014-09-30 14:38:52"
"345","U345","2014-09-30 14:38:52"
"346","U346","2014-09-30 14:38:52"
"347","U347","2014-09-30 14:38:52"
"348","U348","2014-09-30 14:38:52"
"349","U349","2014-09-30 14:38:52"
"350","U350","2014-09-30 14:38:52"
"351","U351","2014-09-30 14:38:52"
"352","U352","2014-09-30 14:38:52"
"353","U353","2014-09-30 14:38:52"
"354","U354","2014-09-30 14:38:52"
"355","U355","2014-09-30 14:38:52"
"356","U356","2014-09-30 14:38:52"
"357","U357","2014-09-30 14:38:52"
"358","U358","2014-09-30 14:38:52"
"359","U359","2014-09-30 14:38:52"
"360","U360","2014-09-30 14:38:52"
"361","U361","2014-09-30 14:38:52"
"362","U362","2014-09-30 14:38:52"
"363","U363","2014-09-30 14:38:52"
"364","U364","2014-09-30 14:38:52"
"365","U365","2014-09-30 14:38:52"
"366","U366","2014-09-30 14:38:52"
"367","U367","2014-09-30 14:38:52"
"368","U368","2014-09-30 14:38:52"
"369","U369","2014-09-30 14:38:52"
"370","U370","2014-09-30 14:38:52"
"371","U371","2014-09-30 14:38:52"
"372","U372","2014-09-30 14:38:52"
"373","U373","2014-09-30 14:38:52"
"374","U374","2014-09-30 14:38:52"
"375","U375","2014-09-30 14:38:52"
"376","U376","2014-09-30 14:38:52"
"377","U377","2014-09-30 14:38:52"
"378","U378","2014-09-30 14:38:52"
"379","U379","2014-09-30 14:38:52"
"380","U380","2014-09-30 14:38:52"
"381","U381","2014-09-30 14:38:52"
"382","U382","2014-09-30 14:38:52"
"383","U383","2014-09-30 14:38:52"
"384","U384","2014-09-30 14:38:52"
"385","U385","2014-09-30 14:38:52"
"386","U386","2014-09-30 14:38:52"
"387","U387","2014-09-30 14:38:52"
"388","U388","2014-09-30 14:38:52"
"389","U389","2014-09-30 14:38:52"
"390","U390","2014-09-30 14:38:52"
"391","U391","2014-09-30 14:38:52"
"392","U392","2014-09-30 14:38:52"
"393","U393","2014-09-30 14:38:52"
"394","U394","2014-09-30 14:38:52"
"395","U395","2014-09-30 14:38:52"
"396","U396","2014-09-30 14:38:52"
"397","U397","2014-09-30 14:38:52"
"398","U398","2014-09-30 14:38:52"
"399","U399","2014-09-30 14:38:52"
"400","U400","2014-09-30 14:38:52"
"401","U401","2014-09-30 14:38:52"
"402","U402","2014-09-30 14:38:52"
"403","U403","2014-09-30 14:38:52"
"404","U404","2014-09-30 14:38:52"
"405","U405","2014-09-30 14:38:52"
"406","U406","2014-09-30 14:38:52"
"407","U407","2014-09-30 14:38:52"
"408","U408","2014-09-30 14:38:52"
"409","U409","2014-09-30 14:38:52"
"410","U410","2014-09-30 14:38:52"
"411","U411","2014-09-30 14:38:52"
"412","U412","2014-09-30 14:38:52"
"413","U413","2014-09-30 14:38:52"
"414","U414","2014-09-30 14:38:52"
"415","U415","2014-09-30 14:38:52"
"416","U416","2014-09-30 14:38:52"
"417","U417","2014-09-30 14:38:52"
"418","U418","2014-09-30 14:38:52"
"419","U419","2014-09-30 14:38:52"
"420","U420","2014-09-30 14:38:52"
"421","U421","2014-09-30 14:38:52"
"422","U422","2014-09-30 14:38:52"
"423","U423","2014-09-30 14:38:52"
"424","U424","2014-09-30 14:38:52"
"425","U425","2014-09-30 14:38:52"
"426","U426","2014-09-30 14:38:52"
"427","U427","2014-09-30 14:38:52"
"428","U428","2014-09-30 14:38:52"
"429","U429","2014-09-30 14:38:52"
"430","U430","2014-09-30 14:38:52"
"431","U431","2014-09-30 14:38:52"
"432","U432","2014-09-30 14:38:52"
"433","U433","2014-09-30 14:38:52"
"434","U434","2014-09-30 14:38:52"
"435","U435","2014-09-30 14:38:52"
"436","U436","2014-09-30 14:38:52"
"437","U437","2014-09-30 14:38:52"
"438","U438","2014-09-30 14:38:52"
"439","U439","2014-09-30 14:38:52"
"440","U440","2014-09-30 14:38:52"
"441","U441","2014-09-30 14:38:52"
"442","U442","2014-09-30 14:38:52"
"443","U443","2014-09-30 14:38:52"
"444","U444","2014-09-30 14:38:52"
"445","U445","2014-09-30 14:38:52"
"446","U446","2014-09-30 14:38:52"
"447","U447","2014-09-30 14:38:52"
"448","U448","2014-09-30 14:38:52"
"449","U449","2014-09-30 14:38:52"
"450","U450","2014-09-30 14:38:52"
"451","U451","2014-09-30 14:38:52"
"452","U452","2014-09-30 14:38:52"
"453","U453","2014-09-30 14:38:52"
"454","U454","2014-09-30 14:38:52"
"455","U455","2014-09-30 14:38:52"
"456","U456","2014-09-30 14:38:52"
"457","U457","2014-09-30 14:38:52"
"458","U458","2014-09-30 14:38:52"
"459","U459","2014-09-30 14:38:52"
"460","U460","2014-09-30 14:38:52"
"461","U461","2014-09-30 14:38:52"
"462","U462","2014-09-30 14:38:52"
"463","U463","2014-09-30 14:38:52"
"464","U464","2014-09-30 14:38:52"
"465","U465","2014-09-30 14:38:52"
"466","U466","2014-09-30 14:38:52"
"467","U467","2014-09-30 14:38:52"
"468","U468","2014-09-30 14:38:52"
"469","U469","2014-09-30 14:38:52"
"470","U470","2014-09-30 14:38:52"
"471","U471","2014-09-30 14:38:52"
"472","U472","2014-09-30 14:38:52"
"473","U473","2014-09-30 14:38:52"
"474","U474","2014-09-30 14:38:52"
"475","U475","2014-09-30 14:38:52"
"476","U476","2014-09-30 14:38:52"
"477","U477","2014-09-30 14:38:52"
"478","U478","2014-09-30 14:38:52"
"479","U479","2014-09-30 14:38:52"
"480","U480","2014-09-30 14:38:52"
"481","U481","2014-09-30 14:38:52"
"482","U482","2014-09-30 14:38:52"
"483","U483","2014-09-30 14:38:52"
"484","U484","2014-09-30 14:38:52"
"485","U485","2014-09-30 14:38:52"
"486","U486","2014-09-30 14:38:52"
"487","U487","2014-09-30 14:38:52"
"488","U488","2014-09-30 14:38:52"
"489","U489","2014-09-30 14:38:52"
"490","U490","2014-09-30 14:38:52"
"491","U491","2014-09-30 14:38:52"
"492","U492","2014-09-30 14:38:52"
"493","U493","2014-09-30 14:38:52"
"494","U494","2014-09-30 14:38:52"
"495","U495","2014-09-30 14:38:52"
"496","U496","2014-09-30 14:38:52"
"497","U497","2014-09-30 14:38:52"
"498","U498","2014-09-30 14:38:52"
"499","U499","2014-09-30 14:38:52"
"500","U500","2014-09-30 14:38:52"
"501","U501","2014-09-30 14:38:52"
"502","U502","2014-09-30 14:38:52"
"503","U503","2014-09-30 14:38:52"
"504","U504","2014-09-30 14:38:52"
"505","U505","2014-09-30 14:38:52"
"506","U506","2014-09-30 14:38:52"
"507","U507","2014-09-30 14:38:52"
"508","U508","2014-09-30 14:38:52"
"509","U509","2014-09-30 14:38:52"
"510","U510","2014-09-30 14:38:52"
"511","U511","2014-09-30 14:38:52"
"512","U512","2014-09-30 14:38:52"
"513","U513","2014-09-30 14:38:52"
"514","U514","2014-09-30 14:38:52"
"515","U515","2014-09-30 14:38:52"
"516","U516","2014-09-30 14:38:52"
"517","U517","2014-09-30 14:38:52"
"518","U518","2014-09-30 14:38:52"
"519","U519","2014-09-30 14:38:52"
"520","U520","2014-09-30 14:38:52"
"521","U521","2014-09-30 14:38:52"
"522","U522","2014-09-30 14:38:52"
"523","U523","2014-09-30 14:38:52"
"524","U524","2014-09-30 14:38:52"
"525","U525","2014-09-30 14:38:52"
"526","U526","2014-09-30 14:38:52"
"527","U527","2014-09-30 14:38:52"
"528","U528","2014-09-30 14:38:52"
"529","U529","2014-09-30 14:38:52"
"530","U530","2014-09-30 14:38:52"
"531","U531","2014-09-30 14:38:52"
"532","U532","2014-09-30 14:38:52"
"533","U533","2014-09-30 14:38:52"
"534","U534","2014-09-30 14:38:52"
"535","U535","2014-09-30 14:38:52"
"536","U536","2014-09-30 14:38:52"
"537","U537","2014-09-30 14:38:52"
"538","U538","2014-09-30 14:38:52"
"539","U539","2014-09-30 14:38:52"
"540","U540","2014-09-30 14:38:52"
"541","U541","2014-09-30 14:38:52"
"542","U542","2014-09-30 14:38:52"
"543","U543","2014-09-30 14:38:52"
"544","U544","2014-09-30 14:38:52"
"545","U545","2014-09-30 14:38:52"
"546","U546","2014-09-30 14:38:52"
"547","U547","2014-09-30 14:38:52"
"548","U548","2014-09-30 14:38:52"
"549","U549","2014-09-30 14:38:52"
"550","U550","2014-09-30 14:38:52"
"551","U551","2014-09-30 14:38:52"
"552","U552","2014-09-30 14:38:52"
"553","U553","2014-09-30 14:38:52"
"554","U554","2014-09-30 14:38:52"
"555","U555","2014-09-30 14:38:52"
"556","U556","2014-09-30 14:38:52"
"557","U557","2014-09-30 14:38:52"
"558","U558","2014-09-30 14:38:52"
"559","U559","2014-09-30 14:38:52"
"560","U560","2014-09-30 14:38:52"
"561","U561","2014-09-30 14:38:52"
"562","U562","2014-09-30 14:38:52"
"563","U563","2014-09-30 14:38:52"
"564","U564","2014-09-30 14:38:52"
"565","U565","2014-09-30 14:38:52"
"566","U566","2014-09-30 14:38:52"
"567","U567","2014-09-30 14:38:52"
"568","U568","2014-09-30 14:38:52"
"569","U569","2014-09-30 14:38:52"
"570","U570","2014-09-30 14:38:52"
"571","U571","2014-09-30 14:38:52"
"572","U572","2014-09-30 14:38:52"
"573","U573","2014-09-30 14:38:52"
"574","U574","2014-09-30 14:38:52"
"575","U575","2014-09-30 14:38:52"
"576","U576","2014-09-30 14:38:52"
"577","U577","2014-09-30 14:38:52"
"578","U578","2014-09-30 14:38:52"
"579","U579","2014-09-30 14:38:52"
"580","U580","2014-09-30 14:38:52"
"581","U581","2014-09-30 14:38:52"
"582","U582","2014-09-30 14:38:52"
"583","U583","2014-09-30 14:38:52"
"584","U584","2014-09-30 14:38:52"
"585","U585","2014-09-30 14:38:52"
"586","U586","2014-09-30 14:38:52"
"587","U587","2014-09-30 14:38:52"
"588","U588","2014-09-30 14:38:52"
"589","U589","2014-09-30 14:38:52"
"590","U590","2014-09-30 14:38:52"
"591","U591","2014-09-30 14:38:52"
"592","U592","2014-09-30 14:38:52"
"593","U593","2014-09-30 14:38:52"
"594","U594","2014-09-30 14:38:52"
"595","U595","2014-09-30 14:38:52"
"596","U596","2014-09-30 14:38:52"
"597","U597","2014-09-30 14:38:52"
"598","U598","2014-09-30 14:38:52"
"599","U599","2014-09-30 14:38:52"
"600","U600","2014-09-30 14:38:52"
"601","U601","2014-09-30 14:38:52"
"602","U602","2014-09-30 14:38:52"
"603","U603","2014-09-30 14:38:52"
"604","U604","2014-09-30 14:38:52"
"605","U605","2014-09-30 14:38:52"
"606","U606","2014-09-30 14:38:52"
"607","U607","2014-09-30 14:38:52"
"608","U608","2014-09-30 14:38:52"
"609","U609","2014-09-30 14:38:52"
"610","U610","2014-09-30 14:38:52"
"611","U611","2014-09-30 14:38:52"
"612","U612","2014-09-30 14:38:52"
"613","U613","2014-09-30 14:38:52"
"614","U614","2014-09-30 14:38:52"
"615","U615","2014-09-30 14:38:52"
"616","U616","2014-09-30 14:38:52"
"617","U617","2014-09-30 14:38:52"
"618","U618","2014-09-30 14:38:52"
"619","U619","2014-09-30 14:38:52"
"620","U620","2014-09-30 14:38:52"
"621","U621","2014-09-30 14:38:52"
"622","U622","2014-09-30 14:38:52"
"623","U623","2014-09-30 14:38:52"
"624","U624","2014-09-30 14:38:52"
"625","U625","2014-09-30 14:38:52"
"626","U626","2014-09-30 14:38:52"
"627","U627","2014-09-30 14:38:52"
"628","U628","2014-09-30 14:38:52"
"629","U629","2014-09-30 14:38:52"
"630","U630","2014-09-30 14:38:52"
"631","U631","2014-09-30 14:38:52"
"632","U632","2014-09-30 14:38:52"
"633","U633","2014-09-30 14:38:52"
"634","U634","2014-09-30 14:38:52"
"635","U635","2014-09-30 14:38:52"
"636","U636","2014-09-30 14:38:52"
"637","U637","2014-09-30 14:38:52"
"638","U638","2014-09-30 14:38:52"
"639","U639","2014-09-30 14:38:52"
"640","U640","2014-09-30 14:38:52"
"641","U641","2014-09-30 14:38:52"
"642","U642","2014-09-30 14:38:52"
"643","U643","2014-09-30 14:38:52"
"644","U644","2014-09-30 14:38:52"
"645","U645","2014-09-30 14:38:52"
"646","U646","2014-09-30 14:38:52"
"647","U647","2014-09-30 14:38:52"
"648","U648","2014-09-30 14:38:52"
"649","U649","2014-09-30 14:38:52"
"650","U650","2014-09-30 14:38:52"
"651","U651","2014-09-30 14:38:52"
"652","U652","2014-09-30 14:38:52"
"653","U653","2014-09-30 14:38:52"
"654","U654","2014-09-30 14:38:52"
"655","U655","2014-09-30 14:38:52"
"656","U656","2014-09-30 14:38:52"
"657","U657","2014-09-30 14:38:52"
"658","U658","2014-09-30 14:38:52"
"659","U659","2014-09-30 14:38:52"
"660","U660","2014-09-30 14:38:52"
"661","U661","2014-09-30 14:38:52"
"662","U662","2014-09-30 14:38:52"
"663","U663","2014-09-30 14:38:52"
"664","U664","2014-09-30 14:38:52"
"665","U665","2014-09-30 14:38:52"
"666","U666","2014-09-30 14:38:52"
"667","U667","2014-09-30 14:38:52"
"668","U668","2014-09-30 14:38:52"
"669","U669","2014-09-30 14:38:52"
"670","U670","2014-09-30 14:38:52"
"671","U671","2014-09-30 14:38:52"
"672","U672","2014-09-30 14:38:52"
"673","U673","2014-09-30 14:38:52"
"674","U674","2014-09-30 14:38:52"
"675","U675","2014-09-30 14:38:52"
"676","U676","2014-09-30 14:38:52"
"677","U677","2014-09-30 14:38:52"
"678","U678","2014-09-30 14:38:52"
"679","U679","2014-09-30 14:38:52"
"680","U680","2014-09-30 14:38:52"
"681","U681","2014-09-30 14:38:52"
"682","U682","2014-09-30 14:38:52"
"683","U683","2014-09-30 14:38:52"
"684","U684","2014-09-30 14:38:52"
"685","U685","2014-09-30 14:38:52"
"686","U686","2014-09-30 14:38:52"
"687","U687","2014-09-30 14:38:52"
"688","U688","2014-09-30 14:38:52"
"689","U689","2014-09-30 14:38:52"
"690","U690","2014-09-30 14:38:52"
"691","U691","2014-09-30 14:38:52"
"692","U692","2014-09-30 14:38:52"
"693","U693","2014-09-30 14:38:52"
"694","U694","2014-09-30 14:38:52"
"695","U695","2014-09-30 14:38:52"
"696","U696","2014-09-30 14:38:52"
"697","U697","2014-09-30 14:38:52"
"698","U698","2014-09-30 14:38:52"
